,Company Name,Job Description,Job Title,Location,Salary
942,"

    The Hexagon Lavish
","
Exemplified skills in data structures and algorithm design for large scale distributed environments. Must be comfortable working alongside scientists, engineers...","
Research Programmer
",Atlanta,
943,"


    Imerys
","
Join the Innovation team and Graduates Program as a Research Scientist in order to work side-by-side with world-class scientists and learn firsthand how...","
Research Scientist (Graduate Program) - United States
",Atlanta,
944,"


    Imerys
","
Join the Innovation team and Graduates Program as a Research Scientist in order to work side-by-side with world-class scientists and learn firsthand how...","
Research Scientist (Graduate Program)
",Atlanta,
945,"

    Pindrop
","
Machine learning and/or data mining. See how data science can help you beat the bracket at our Data Science in the Real World Lunch & Learn....","
Research Scientist - Audio | Fluent Spanish
",Atlanta,
946,"

    Riskonnect Inc.
","
Provide analytics expertise, direction, and guidance to client business users, technical architects, and data scientists to enable robust analytics capabilities...","
Analytics Business Consultant
",Atlanta,
947,"


    Home Depot
","
Code, infrastructure, data, and message processing. The Software Engineer is responsible for joining a product team and contributing to the software design,...","
SOFTWARE ENGINEER- Machine Learning
",Atlanta,
948,"


    CEB
","
Proficient in R, data visualization, and large-scale data analysis techniques. Proficient in SPSS and data analysis programs....","
Senior Research Scientist
",Atlanta,
949,"


    Turner
","
Gathers and tracks data from various research tools and maintains data accuracy. Strong writer, data storytelling ability....","
Sr Analyst, Research - Adult Swim
",Atlanta,
950,"


    Solvay
","
Experience with analytical chemistry, physical chemistry, statistical experimental design and treatment of data....","
Research Scientist
",Atlanta,
951,"


    Georgia Tech Research Institute
","
Collection and analysis of engineering data to evaluate system performance. Support design reviews and assessments of vendor and subcontractor engineering data....","
Research Engineer/Scientist/Technologist I/II - ATAS - 1381
",Atlanta,
952,"

    The Hexagon Lavish
","
The Staff Research Scientist I (Computational Physicist) will report weekly to the Chief Scientist and provide status reports....","
Staff Research Scientist I (PIR Beta)
",Atlanta,
953,"


    Life Time Fitness
","
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","
Ultimate Hoops Statistician
",Atlanta,
954,"


    Georgia Tech
","
Post-secondary Education Data System (IPEDS). Data portfolios for Academic Program Reviews. Required data and complete survey submission requests from various....","
Institutional Research Analyst II
",Atlanta,
955,"

    CI Radar
","
Who We Are CI Radar is the premier provider of competitive intelligence services for B2B (business to business) companies. We help both startups and","
Business Research Analyst - Entry Level
",Atlanta,"$30,000 - $32,000 a year"
956,"


    Amdex Corporation
","
Perform data entry, coding, and transcription. Provide routine analysis and interpretation of data. Experience with routine analysis and interpretation of data....","
Computer Statistical Assistant - Healthcare Programs
",Atlanta,
957,"

    PreVisor
","
Knowledgeable in SPSS and data analysis programs. Contribute to the ongoing development, validation, revision, and management of assessments and solutions and...","
Associate Research Scientist - 6-month intern position
",Atlanta,
958,"


    Analytic Recruiting
","
Data Scientist, Supply Chain Analytics sought by Fortune 500 company to be part of a leading-edge predictive and prescriptive analytics....","
Data Scientist - Supply Chain Analytics
",Atlanta,"$70,000 - $145,000 a year"
959,"


    Verizon
","
Lead & manage data augmentation, clean up and data quality issue resolution. Two or more years of experience as a digital/data analyst or data scientist....","
Senior Big Data Engineer
",Atlanta,
960,"


    AT&T
","
Interacts with data scientists and industry experts to understand how. Uses Big Data programming languages and technology,....","
Principal OR Senior-Big Data Software Eng - BIG DATA
",Atlanta,
961,"


    Lonza
","
Excellent organization, data analysis, technical writing, and communication skills. Collect, summarize, analyze data to prepare report, make presentations, as...","
Senior Research Chemist
",Atlanta,
963,"


    Aarons
","
Collaborate with other Software Engineers, Data Scientists, Data Engineers in Architecting, Developing and Innovating a very robust, scalable and flexible...","
Renewal Retention QA Analyst
",Atlanta,
966,"

    Atlanta Research & Educ Found
","
Data management and analyses of all study data for dissemination as required. Timely reporting of laboratory generated malaria parasite gene sequence and other...","
Biomedical Scientist
",Atlanta,
967,"


    Oak Ridge Associated Universities
","
This fellowship will focus on conducting data analysis, project management of data processes and assisting with dissemination of NHBS data....","
Data Management and Analysis Fellowship - CDC
",Atlanta,
969,"


    KPMG
","
Lead the development of big data analytics and cloud applications to facilitate the work of data scientists and solution developers....","
Software Engineer - Healthcare & Life Sciences
",Atlanta,
970,"

    Wenck Associates
","
Evaluation of data; Collect, enter, and interpret data; Compile, evaluate, analyze, and present investigation data....","
Staff Engineer/Geologist/Scientist
",Atlanta,
971,"

    Pindrop
","
Machine learning and/or data mining. See how data science can help you beat the bracket at our Data Science in the Real World Lunch & Learn....","
Research Scientist - Audio | Fluent Portuguese
",Atlanta,
972,"

    Pindrop
","
Machine learning and/or data mining. See how data science can help you beat the bracket at our Data Science in the Real World Lunch & Learn....","
Research Scientist - Audio
",Atlanta,
973,"

    IHRC, Inc.
","
Perform data quality checks on ABCs data. Experience working within public health data sets and data environments....","
Statistician
",Atlanta,
974,"


    Customer Value Partners
","
Perform data entry, coding, and transcription. Provide routine analysis and interpretation of data. Experience with routine analysis and interpretation of data....","
Computer Statistical Assistant
",Atlanta,
978,"


    Oak Ridge Associated Universities
","
Experience analyzing national survey data sets is desired. Experience analyzing data using R and SAS is required....","
STD Statistical Analysis Fellowship -- CDC
",Atlanta,
979,"


    CDK Global
","
From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....","
Vehicle Registration Auditor I
",Atlanta,
980,"


    Home Depot
","
Code, infrastructure, data, and message processing. Experience in effective data modeling within both SQL and NoSQL databases....","
STAFF SOFTWARE ENGINEER - Machine Learning
",Atlanta,
981,"

    The Hexagon Lavish
","
Will partner with Biostatisticians and Research Statisticians in establishing standards for data collection, management and/or reporting of data....","
Staff Research Scientist IV: Mathematical Statistician
",Atlanta,
983,"


    Turner
","
Strong understanding of algorithms, big data framework, and data structures. 5+ years of data engineering, data science or software engineering experience....","
Principal Data Architect - Cloud Architecture team
",Atlanta,
984,"


    Georgia Tech Research Institute
","
GTRI is a group of world-class engineers and scientists, solving challenging problems for our customers through innovation, cutting edge applied research, and a...","
Research Scientist I/II-EOSL
",Atlanta,
985,"


    Terracon
","
Evaluates complex laboratory and field data and assembles in written reports. Requirements to complete client projects by directing and supervising field staff...","
Project Scientist
",Atlanta,
986,"


    thyssenkrupp Elevator Corp
","
Combine elevator technical knowledge with service operations experience to support Data Scientists in the development of Machine Learning Algorithms....","
Domain Expert
",Atlanta,
987,"


    Keysight Technologies
","
Experience with big data technologies such as Hadoop, NoSQL databases, etc. Strong computer science and mathematics grounding, with knowledge of data structures...","
Machine Learning Research Engineer
",Atlanta,
988,"


    Elsevier
","
Manage complex customer requests such as data extracts, mass assignments, lesson archives, etc. into company CRM and ensure timely resolution....","
Customer Engagement Analyst
",Atlanta,
989,"


    GHD
","
Specific tasks may include completion of fieldwork, compilation and/or review of environmental sampling data, interpreting environmental data, and preparing...","
USA -Environmental Engineer/Scientist/ Geologist
",Atlanta,
990,"

    The Hexagon Lavish
","
Familiarity with next-generation sequence data analysis tools, ideally for PIR ™; In particular, experience with human or mammalian genome sequence data is a...","
Staff Research Scientist III: Computational Biologist
",Atlanta,
992,"


    Cushman & Wakefield
","
Compile statistical data specific. Strong data software applications skills. Experience in data entry/data management and time series analysis/forecasting....","
Research Analyst-Atlanta
",Atlanta,
994,"


    Home Depot
","
And operates under minimal supervision and mentorship of more experienced managers and data scientists. 2-4 years work experience in data mining, statistical...","
Senior Data Analyst - Supply Chain
",Atlanta,
